Id,Name,Year,Gender,State,Count
2398,Sylvia,1957,F,AK,6
2399,Toni,1957,F,AK,6
2400,Alberta,1957,F,AK,5
2401,Amy,1957,F,AK,5
2402,April,1957,F,AK,5
2403,Bessie,1957,F,AK,5
2404,Beth,1957,F,AK,5
2405,Carla,1957,F,AK,5
2406,Charlotte,1957,F,AK,5
2407,Dawn,1957,F,AK,5
2408,Gina,1957,F,AK,5
2409,Holly,1957,F,AK,5
2410,Jackie,1957,F,AK,5
2411,Jody,1957,F,AK,5
2412,Kelly,1957,F,AK,5
2413,Leona,1957,F,AK,5
2414,Lorraine,1957,F,AK,5
2415,Maggie,1957,F,AK,5
2416,Marjorie,1957,F,AK,5
2417,Michele,1957,F,AK,5
2418,Penny,1957,F,AK,5
2419,Priscilla,1957,F,AK,5
2420,Renee,1957,F,AK,5
2421,Robyn,1957,F,AK,5
2422,Roxanne,1957,F,AK,5
2423,Stella,1957,F,AK,5
2424,Susie,1957,F,AK,5
2425,Tanya,1957,F,AK,5
2426,Teri,1957,F,AK,5
2427,Thelma,1957,F,AK,5
2428,Mary,1958,F,AK,84
2429,Susan,1958,F,AK,79
2430,Karen,1958,F,AK,67
2431,Debra,1958,F,AK,60
2432,Linda,1958,F,AK,52
2433,Donna,1958,F,AK,48
2434,Elizabeth,1958,F,AK,48
2435,Patricia,1958,F,AK,48
2436,Deborah,1958,F,AK,43
2437,Cheryl,1958,F,AK,42
2438,Barbara,1958,F,AK,41
2439,Cynthia,1958,F,AK,39
2440,Sharon,1958,F,AK,35
2441,Pamela,1958,F,AK,34
2442,Debbie,1958,F,AK,33
2443,Diane,1958,F,AK,32
2444,Kathleen,1958,F,AK,31
2445,Sandra,1958,F,AK,30
2446,Kathy,1958,F,AK,29
2447,Katherine,1958,F,AK,26
2448,Lori,1958,F,AK,26
2449,Brenda,1958,F,AK,25
2450,Theresa,1958,F,AK,25
2451,Carol,1958,F,AK,24
2452,Cindy,1958,F,AK,24
2453,Janet,1958,F,AK,24
2454,Julie,1958,F,AK,24
2455,Margaret,1958,F,AK,24
2456,Martha,1958,F,AK,24
2457,Laura,1958,F,AK,23
2458,Nancy,1958,F,AK,23
2459,Dorothy,1958,F,AK,22
2460,Janice,1958,F,AK,21
2461,Judy,1958,F,AK,21
2462,Teresa,1958,F,AK,21
2463,Tina,1958,F,AK,20
2464,Kathryn,1958,F,AK,19
2465,Kim,1958,F,AK,19
2466,Diana,1958,F,AK,18
2467,Lisa,1958,F,AK,18
2468,Kimberly,1958,F,AK,17
2469,Rebecca,1958,F,AK,17
2470,Shirley,1958,F,AK,17
2471,Ellen,1958,F,AK,16
2472,Helen,1958,F,AK,16
2473,Julia,1958,F,AK,16
2474,Ruth,1958,F,AK,16
2475,Betty,1958,F,AK,15
2476,Lucy,1958,F,AK,15
2477,Peggy,1958,F,AK,15
2478,Vicki,1958,F,AK,15
2479,Anita,1958,F,AK,14
2480,Christine,1958,F,AK,14
2481,Joanne,1958,F,AK,14
2482,Laurie,1958,F,AK,14
2483,Pauline,1958,F,AK,14
2484,Valerie,1958,F,AK,14
2485,Beverly,1958,F,AK,13
2486,Carolyn,1958,F,AK,13
2487,Denise,1958,F,AK,13
2488,Sally,1958,F,AK,13
2489,Sherry,1958,F,AK,13
2490,Alice,1958,F,AK,12
2491,Ann,1958,F,AK,12
2492,Kelly,1958,F,AK,12
2493,Robin,1958,F,AK,12
2494,Rose,1958,F,AK,12
2495,Terri,1958,F,AK,12
2496,Angela,1958,F,AK,11
2497,Darlene,1958,F,AK,11
2498,Esther,1958,F,AK,11
2499,Glenda,1958,F,AK,11
2500,Gloria,1958,F,AK,11
2501,Rhonda,1958,F,AK,11
2502,Tammy,1958,F,AK,11
2503,Charlotte,1958,F,AK,10
2504,Elaine,1958,F,AK,10
2505,Jean,1958,F,AK,10
2506,Jennifer,1958,F,AK,10
2507,Jo,1958,F,AK,10
2508,Michelle,1958,F,AK,10
2509,Phyllis,1958,F,AK,10
2510,Roberta,1958,F,AK,10
2511,Terry,1958,F,AK,10
2512,Victoria,1958,F,AK,10
2513,Anna,1958,F,AK,9
2514,Catherine,1958,F,AK,9
2515,Doris,1958,F,AK,9
2516,Evelyn,1958,F,AK,9
2517,Joyce,1958,F,AK,9
2518,Judith,1958,F,AK,9
2519,Maria,1958,F,AK,9
2520,Melanie,1958,F,AK,9
2521,Paula,1958,F,AK,9
2522,Shelley,1958,F,AK,9
2523,Veronica,1958,F,AK,9
2524,Agnes,1958,F,AK,8
2525,Cathy,1958,F,AK,8
2526,Clara,1958,F,AK,8
2527,Connie,1958,F,AK,8
2528,Dawn,1958,F,AK,8
2529,Jane,1958,F,AK,8
2530,June,1958,F,AK,8
2531,Leslie,1958,F,AK,8
2532,Nora,1958,F,AK,8
2533,Sheila,1958,F,AK,8
2534,Susie,1958,F,AK,8
2535,Virginia,1958,F,AK,8
2536,Anne,1958,F,AK,7
2537,Beth,1958,F,AK,7
2538,Carla,1958,F,AK,7
2539,Darla,1958,F,AK,7
2540,Debora,1958,F,AK,7
2541,Emma,1958,F,AK,7
2542,Florence,1958,F,AK,7
2543,Jacqueline,1958,F,AK,7
2544,Lillian,1958,F,AK,7
2545,Lois,1958,F,AK,7
2546,Lydia,1958,F,AK,7
2547,Marie,1958,F,AK,7
2548,Marlene,1958,F,AK,7
2549,Michele,1958,F,AK,7
2550,Pam,1958,F,AK,7
2551,Renee,1958,F,AK,7
2552,Rhoda,1958,F,AK,7
2553,Sarah,1958,F,AK,7
2554,Shawn,1958,F,AK,7
2555,Wanda,1958,F,AK,7
2556,Yvonne,1958,F,AK,7
2557,Andrea,1958,F,AK,6
2558,Annie,1958,F,AK,6
2559,Becky,1958,F,AK,6
2560,Bonnie,1958,F,AK,6
2561,Colleen,1958,F,AK,6
2562,Eileen,1958,F,AK,6
2563,Gail,1958,F,AK,6
2564,Geraldine,1958,F,AK,6
2565,Grace,1958,F,AK,6
2566,Heather,1958,F,AK,6
2567,Jeanette,1958,F,AK,6
2568,Joann,1958,F,AK,6
2569,Loretta,1958,F,AK,6
2570,Lorraine,1958,F,AK,6
2571,Marilyn,1958,F,AK,6
2572,Melody,1958,F,AK,6
2573,Shannon,1958,F,AK,6
2574,Stella,1958,F,AK,6
2575,Stephanie,1958,F,AK,6
2576,Sue,1958,F,AK,6
2577,Vicky,1958,F,AK,6
2578,Annette,1958,F,AK,5
2579,Audrey,1958,F,AK,5
2580,Carrie,1958,F,AK,5
2581,Cecilia,1958,F,AK,5
2582,Charlene,1958,F,AK,5
2583,Delores,1958,F,AK,5
2584,Dianne,1958,F,AK,5
2585,Dora,1958,F,AK,5
2586,Eva,1958,F,AK,5
2587,Flora,1958,F,AK,5
2588,Frances,1958,F,AK,5
2589,Gayle,1958,F,AK,5
2590,Holly,1958,F,AK,5
2591,Jenny,1958,F,AK,5
2592,Josephine,1958,F,AK,5
2593,Leona,1958,F,AK,5
2594,Lou,1958,F,AK,5
2595,Mildred,1958,F,AK,5
2596,Molly,1958,F,AK,5
2597,Priscilla,1958,F,AK,5
2598,Rita,1958,F,AK,5
2599,Sherri,1958,F,AK,5
2600,Sheryl,1958,F,AK,5
2601,Suzanne,1958,F,AK,5
2602,Sylvia,1958,F,AK,5
2603,Tamara,1958,F,AK,5
2604,Tami,1958,F,AK,5
2605,Mary,1959,F,AK,61
2606,Karen,1959,F,AK,56
2607,Debra,1959,F,AK,52
2608,Linda,1959,F,AK,51
2609,Donna,1959,F,AK,47
2610,Patricia,1959,F,AK,47
2611,Susan,1959,F,AK,46
2612,Pamela,1959,F,AK,44
2613,Lisa,1959,F,AK,43
2614,Sharon,1959,F,AK,43
2615,Cynthia,1959,F,AK,41
2616,Nancy,1959,F,AK,41
2617,Cheryl,1959,F,AK,36
2618,Kathy,1959,F,AK,35
2619,Barbara,1959,F,AK,33
2620,Deborah,1959,F,AK,33
2621,Kathleen,1959,F,AK,33
2622,Margaret,1959,F,AK,32
2623,Elizabeth,1959,F,AK,31
2624,Julie,1959,F,AK,31
2625,Teresa,1959,F,AK,31
2626,Laura,1959,F,AK,29
2627,Sandra,1959,F,AK,29
2628,Carol,1959,F,AK,28
2629,Cindy,1959,F,AK,27
2630,Kimberly,1959,F,AK,26
2631,Theresa,1959,F,AK,26
2632,Lori,1959,F,AK,25
2633,Diane,1959,F,AK,23
2634,Michelle,1959,F,AK,23
2635,Debbie,1959,F,AK,22
2636,Helen,1959,F,AK,22
2637,Connie,1959,F,AK,21
2638,Diana,1959,F,AK,21
2639,Tina,1959,F,AK,21
2640,Virginia,1959,F,AK,21
2641,Brenda,1959,F,AK,20
2642,Janice,1959,F,AK,20
2643,Rebecca,1959,F,AK,20
2644,Tammy,1959,F,AK,20
2645,Dorothy,1959,F,AK,19
2646,Judy,1959,F,AK,19
2647,Kelly,1959,F,AK,19
2648,Kim,1959,F,AK,19
2649,Denise,1959,F,AK,18
2650,Catherine,1959,F,AK,17
2651,Darlene,1959,F,AK,17
2652,Laurie,1959,F,AK,17
2653,Leslie,1959,F,AK,17
2654,Valerie,1959,F,AK,17
2655,Ruth,1959,F,AK,16
2656,Shirley,1959,F,AK,16
2657,Vicki,1959,F,AK,16
2658,Dawn,1959,F,AK,15
2659,Ellen,1959,F,AK,15
2660,Janet,1959,F,AK,15
2661,Robin,1959,F,AK,15
2662,Arlene,1959,F,AK,14
2663,Marie,1959,F,AK,14
2664,Renee,1959,F,AK,14
2665,Angela,1959,F,AK,13
2666,Anna,1959,F,AK,13
2667,Carolyn,1959,F,AK,13
2668,Evelyn,1959,F,AK,13
2669,Katherine,1959,F,AK,13
2670,Kathryn,1959,F,AK,13
2671,Rose,1959,F,AK,13
2672,Sarah,1959,F,AK,13
2673,Terry,1959,F,AK,13
2674,Christine,1959,F,AK,12
2675,Joyce,1959,F,AK,12
2676,Julia,1959,F,AK,12
2677,Rita,1959,F,AK,12
2678,Sally,1959,F,AK,12
2679,Sherry,1959,F,AK,12
2680,Ann,1959,F,AK,11
2681,Bonnie,1959,F,AK,11
2682,Cathy,1959,F,AK,11
2683,Jean,1959,F,AK,11
2684,Joanne,1959,F,AK,11
2685,Judith,1959,F,AK,11
2686,Martha,1959,F,AK,11
2687,Norma,1959,F,AK,11
2688,Penny,1959,F,AK,11
2689,Terri,1959,F,AK,11
2690,Paula,1959,F,AK,10
2691,Ramona,1959,F,AK,10
2692,Wanda,1959,F,AK,10
2693,Annette,1959,F,AK,9
2694,Bernice,1959,F,AK,9
2695,Betty,1959,F,AK,9
2696,Jennifer,1959,F,AK,9
2697,Lillian,1959,F,AK,9
2698,Lorraine,1959,F,AK,9
2699,Maria,1959,F,AK,9
2700,Marilyn,1959,F,AK,9
2701,Patti,1959,F,AK,9
2702,Rhonda,1959,F,AK,9
2703,Alice,1959,F,AK,8
2704,Audrey,1959,F,AK,8
2705,Becky,1959,F,AK,8
2706,Beverly,1959,F,AK,8
2707,Colleen,1959,F,AK,8
2708,Elaine,1959,F,AK,8
2709,Grace,1959,F,AK,8
2710,Irene,1959,F,AK,8
2711,Jane,1959,F,AK,8
2712,Joan,1959,F,AK,8
2713,Regina,1959,F,AK,8
2714,Tamara,1959,F,AK,8
2715,Victoria,1959,F,AK,8
2716,Carrie,1959,F,AK,7
2717,Christina,1959,F,AK,7
2718,Emily,1959,F,AK,7
2719,Emma,1959,F,AK,7
2720,Geraldine,1959,F,AK,7
2721,Heidi,1959,F,AK,7
2722,Holly,1959,F,AK,7
2723,Jeanne,1959,F,AK,7
2724,Josephine,1959,F,AK,7
2725,Marcia,1959,F,AK,7
2726,Marlene,1959,F,AK,7
2727,Pauline,1959,F,AK,7
2728,Peggy,1959,F,AK,7
2729,Sheryl,1959,F,AK,7
2730,Tracy,1959,F,AK,7
2731,Veronica,1959,F,AK,7
2732,Vivian,1959,F,AK,7
2733,Amy,1959,F,AK,6
2734,Charlene,1959,F,AK,6
2735,Doris,1959,F,AK,6
2736,Eileen,1959,F,AK,6
2737,Esther,1959,F,AK,6
2738,Flora,1959,F,AK,6
2739,Gail,1959,F,AK,6
2740,Gina,1959,F,AK,6
2741,Jackie,1959,F,AK,6
2742,Jacqueline,1959,F,AK,6
2743,Loretta,1959,F,AK,6
2744,Marjorie,1959,F,AK,6
2745,Melody,1959,F,AK,6
2746,Natalie,1959,F,AK,6
2747,Roberta,1959,F,AK,6
2748,Shannon,1959,F,AK,6
2749,Shelly,1959,F,AK,6
2750,Suzanne,1959,F,AK,6
2751,Toni,1959,F,AK,6
2752,Agnes,1959,F,AK,5
2753,Anita,1959,F,AK,5
2754,Anne,1959,F,AK,5
2755,April,1959,F,AK,5
2756,Bertha,1959,F,AK,5
2757,Candy,1959,F,AK,5
2758,Carla,1959,F,AK,5
2759,Chris,1959,F,AK,5
2760,Crystal,1959,F,AK,5
2761,Dana,1959,F,AK,5
2762,Debora,1959,F,AK,5
2763,Elena,1959,F,AK,5
2764,Eva,1959,F,AK,5
2765,Florence,1959,F,AK,5
2766,Joni,1959,F,AK,5
2767,Kelli,1959,F,AK,5
2768,Kristen,1959,F,AK,5
2769,Laurel,1959,F,AK,5
2770,Margie,1959,F,AK,5
2771,Minnie,1959,F,AK,5
2772,Nina,1959,F,AK,5
2773,Patty,1959,F,AK,5
2774,Rachel,1959,F,AK,5
2775,Shawn,1959,F,AK,5
2776,Sheila,1959,F,AK,5
2777,Shelley,1959,F,AK,5
2778,Sheri,1959,F,AK,5
2779,Sherrie,1959,F,AK,5
2780,Stephanie,1959,F,AK,5
2781,Teri,1959,F,AK,5
2782,Wendy,1959,F,AK,5
2783,Yvonne,1959,F,AK,5
2784,Mary,1960,F,AK,78
2785,Linda,1960,F,AK,56
2786,Karen,1960,F,AK,53
2787,Debra,1960,F,AK,50
2788,Susan,1960,F,AK,50
2789,Elizabeth,1960,F,AK,47
2790,Sandra,1960,F,AK,47
2791,Patricia,1960,F,AK,43
2792,Donna,1960,F,AK,42
2793,Cindy,1960,F,AK,40
2794,Cheryl,1960,F,AK,39
2795,Teresa,1960,F,AK,39
2796,Cynthia,1960,F,AK,37
2797,Nancy,1960,F,AK,37
2798,Laura,1960,F,AK,36
2799,Deborah,1960,F,AK,35
2800,Lisa,1960,F,AK,34
2801,Barbara,1960,F,AK,32
2802,Kelly,1960,F,AK,32
2803,Theresa,1960,F,AK,32
2804,Brenda,1960,F,AK,31
2805,Sharon,1960,F,AK,30
2806,Julie,1960,F,AK,29
2807,Lori,1960,F,AK,28
2808,Carol,1960,F,AK,27
2809,Margaret,1960,F,AK,27
2810,Debbie,1960,F,AK,26
2811,Kathleen,1960,F,AK,26
2812,Rebecca,1960,F,AK,26
2813,Janet,1960,F,AK,25
2814,Diane,1960,F,AK,24
2815,Kimberly,1960,F,AK,24
2816,Pamela,1960,F,AK,24
2817,Dorothy,1960,F,AK,23
2818,Kathy,1960,F,AK,23
2819,Alice,1960,F,AK,22
2820,Robin,1960,F,AK,22
2821,Katherine,1960,F,AK,21
2822,Leslie,1960,F,AK,21
2823,Connie,1960,F,AK,20
2824,Kim,1960,F,AK,20
2825,Janice,1960,F,AK,19
2826,Laurie,1960,F,AK,18
2827,Rhonda,1960,F,AK,18
2828,Ruth,1960,F,AK,17
2829,Terri,1960,F,AK,17
2830,Cathy,1960,F,AK,16
2831,Tammy,1960,F,AK,16
2832,Wendy,1960,F,AK,16
2833,Catherine,1960,F,AK,15
2834,Darlene,1960,F,AK,15
2835,Diana,1960,F,AK,15
2836,Rose,1960,F,AK,15
2837,Vicki,1960,F,AK,15
2838,Bonnie,1960,F,AK,14
2839,Carolyn,1960,F,AK,14
2840,Denise,1960,F,AK,14
2841,Marie,1960,F,AK,14
2842,Terry,1960,F,AK,14
2843,Anna,1960,F,AK,13
2844,Michelle,1960,F,AK,13
2845,Roberta,1960,F,AK,13
2846,Sarah,1960,F,AK,13
2847,Sheryl,1960,F,AK,13
2848,Shirley,1960,F,AK,13
2849,Anita,1960,F,AK,12
2850,Ann,1960,F,AK,12
2851,Judith,1960,F,AK,12
2852,Pauline,1960,F,AK,12
2853,Angela,1960,F,AK,11
2854,Carrie,1960,F,AK,11
2855,Joyce,1960,F,AK,11
2856,Martha,1960,F,AK,11
2857,Pam,1960,F,AK,11
2858,Paula,1960,F,AK,11
2859,Peggy,1960,F,AK,11
2860,Beverly,1960,F,AK,10
2861,Ellen,1960,F,AK,10
2862,Gail,1960,F,AK,10
2863,Helen,1960,F,AK,10
2864,Jacqueline,1960,F,AK,10
2865,Jean,1960,F,AK,10
2866,Jennifer,1960,F,AK,10
2867,Joanne,1960,F,AK,10
2868,Marilyn,1960,F,AK,10
2869,Melanie,1960,F,AK,10
2870,Sheila,1960,F,AK,10
2871,Sherry,1960,F,AK,10
2872,Tina,1960,F,AK,10
2873,Tracy,1960,F,AK,10
2874,Virginia,1960,F,AK,10
2875,Yvonne,1960,F,AK,10
2876,Annette,1960,F,AK,9
2877,Beth,1960,F,AK,9
2878,Cheri,1960,F,AK,9
2879,Christina,1960,F,AK,9
2880,Colleen,1960,F,AK,9
2881,Dawn,1960,F,AK,9
2882,Emily,1960,F,AK,9
2883,Eva,1960,F,AK,9
2884,Josephine,1960,F,AK,9
2885,Loretta,1960,F,AK,9
2886,Lucy,1960,F,AK,9
2887,Phyllis,1960,F,AK,9
2888,Stephanie,1960,F,AK,9
2889,Tamara,1960,F,AK,9
2890,Amy,1960,F,AK,8
2891,Bernadette,1960,F,AK,8
2892,Carla,1960,F,AK,8
2893,Eileen,1960,F,AK,8
2894,Frances,1960,F,AK,8
2895,Grace,1960,F,AK,8
2896,Kathryn,1960,F,AK,8
2897,Marlene,1960,F,AK,8
2898,Penny,1960,F,AK,8
2899,Suzanne,1960,F,AK,8
2900,Becky,1960,F,AK,7
2901,Betty,1960,F,AK,7
2902,Charlene,1960,F,AK,7
2903,Christine,1960,F,AK,7
2904,Crystal,1960,F,AK,7
2905,Elaine,1960,F,AK,7
2906,Elena,1960,F,AK,7
2907,Emma,1960,F,AK,7
2908,Heidi,1960,F,AK,7
2909,Holly,1960,F,AK,7
2910,Monica,1960,F,AK,7
2911,Rita,1960,F,AK,7
2912,Sally,1960,F,AK,7
2913,Tami,1960,F,AK,7
2914,Andrea,1960,F,AK,6
2915,Dana,1960,F,AK,6
2916,Deanna,1960,F,AK,6
2917,Esther,1960,F,AK,6
2918,Florence,1960,F,AK,6
2919,Harriet,1960,F,AK,6
2920,Irene,1960,F,AK,6
2921,Jeanette,1960,F,AK,6
2922,Lillian,1960,F,AK,6
2923,Louise,1960,F,AK,6
2924,Margie,1960,F,AK,6
2925,Maria,1960,F,AK,6
2926,Marjorie,1960,F,AK,6
2927,Matilda,1960,F,AK,6
2928,Melinda,1960,F,AK,6
2929,Melody,1960,F,AK,6
2930,Michele,1960,F,AK,6
2931,Patty,1960,F,AK,6
2932,Ramona,1960,F,AK,6
2933,Renee,1960,F,AK,6
2934,Vivian,1960,F,AK,6
2935,April,1960,F,AK,5
2936,Bertha,1960,F,AK,5
2937,Dora,1960,F,AK,5
2938,Doris,1960,F,AK,5
2939,Eleanor,1960,F,AK,5
2940,Evelyn,1960,F,AK,5
2941,Fannie,1960,F,AK,5
2942,Geraldine,1960,F,AK,5
2943,Heather,1960,F,AK,5
2944,Jeannie,1960,F,AK,5
2945,Jo,1960,F,AK,5
2946,Jody,1960,F,AK,5
2947,Johanna,1960,F,AK,5
2948,Judy,1960,F,AK,5
2949,Julia,1960,F,AK,5
2950,Kirsten,1960,F,AK,5
2951,Maureen,1960,F,AK,5
2952,Mona,1960,F,AK,5
2953,Myrna,1960,F,AK,5
2954,Nellie,1960,F,AK,5
2955,Nora,1960,F,AK,5
2956,Rosemary,1960,F,AK,5
2957,Ruby,1960,F,AK,5
2958,Sandy,1960,F,AK,5
2959,Shelly,1960,F,AK,5
2960,Stella,1960,F,AK,5
2961,Teri,1960,F,AK,5
2962,Valerie,1960,F,AK,5
2963,Vera,1960,F,AK,5
2964,Vicky,1960,F,AK,5
2965,Victoria,1960,F,AK,5
2966,Wanda,1960,F,AK,5
2967,Mary,1961,F,AK,80
2968,Lisa,1961,F,AK,60
2969,Karen,1961,F,AK,51
2970,Linda,1961,F,AK,48
2971,Susan,1961,F,AK,47
2972,Donna,1961,F,AK,45
2973,Patricia,1961,F,AK,44
2974,Cynthia,1961,F,AK,43
2975,Debra,1961,F,AK,42
2976,Theresa,1961,F,AK,41
2977,Lori,1961,F,AK,40
2978,Barbara,1961,F,AK,39
2979,Sandra,1961,F,AK,39
2980,Cheryl,1961,F,AK,37
2981,Teresa,1961,F,AK,35
2982,Brenda,1961,F,AK,34
2983,Kelly,1961,F,AK,34
2984,Sharon,1961,F,AK,34
2985,Nancy,1961,F,AK,33
2986,Laura,1961,F,AK,31
2987,Deborah,1961,F,AK,29
2988,Kimberly,1961,F,AK,29
2989,Carol,1961,F,AK,28
2990,Elizabeth,1961,F,AK,28
2991,Cindy,1961,F,AK,27
2992,Denise,1961,F,AK,27
2993,Janet,1961,F,AK,27
2994,Robin,1961,F,AK,27
2995,Pamela,1961,F,AK,26
2996,Angela,1961,F,AK,23
2997,Diane,1961,F,AK,23
2998,Margaret,1961,F,AK,23
2999,Debbie,1961,F,AK,22
3000,Kathleen,1961,F,AK,22
3001,Catherine,1961,F,AK,21
3002,Christine,1961,F,AK,21
3003,Julie,1961,F,AK,21
3004,Kim,1961,F,AK,21
3005,Michelle,1961,F,AK,21
3006,Rebecca,1961,F,AK,21
3007,Katherine,1961,F,AK,20
3008,Dawn,1961,F,AK,19
3009,Kathy,1961,F,AK,19
3010,Marie,1961,F,AK,19
3011,Colleen,1961,F,AK,18
3012,Janice,1961,F,AK,18
3013,Sherry,1961,F,AK,18
3014,Tammy,1961,F,AK,18
3015,Shirley,1961,F,AK,17
3016,Diana,1961,F,AK,16
3017,Jacqueline,1961,F,AK,16
3018,Jennifer,1961,F,AK,16
3019,Martha,1961,F,AK,16
3020,Terri,1961,F,AK,16
3021,Tina,1961,F,AK,16
3022,Anna,1961,F,AK,15
3023,Darlene,1961,F,AK,14
3024,Dorothy,1961,F,AK,14
3025,Lucy,1961,F,AK,14
3026,Ruth,1961,F,AK,14
3027,Wendy,1961,F,AK,14
3028,Alice,1961,F,AK,13
3029,Carolyn,1961,F,AK,13
3030,Connie,1961,F,AK,13
3031,Laurie,1961,F,AK,13
3032,Renee,1961,F,AK,13
3033,Tamara,1961,F,AK,13
3034,Valerie,1961,F,AK,13
3035,Wanda,1961,F,AK,13
3036,Beth,1961,F,AK,12
3037,Carla,1961,F,AK,12
3038,Doris,1961,F,AK,12
3039,Grace,1961,F,AK,12
3040,Judy,1961,F,AK,12
3041,Rhonda,1961,F,AK,12
3042,Roberta,1961,F,AK,12
3043,Tracy,1961,F,AK,12
3044,Vicki,1961,F,AK,12
3045,Virginia,1961,F,AK,12
3046,Ann,1961,F,AK,11
3047,Carrie,1961,F,AK,11
3048,Elaine,1961,F,AK,11
3049,Helen,1961,F,AK,11
